date,iso3,score_raw,score_ewma
2025-10-15,IRL,0.0,0.0
2025-10-16,IRL,0.0,0.0
2025-10-17,IRL,246.27449702922678,98.50979881169071
2025-10-14,NLD,0.0,0.0
2025-10-17,NLD,49.67725507804054,19.870902031216218
